Property_Type,Property_Area,Number_of_Windows,Number_of_Doors,Furnishing,Frequency_of_Powercuts,Power_Backup,Water_Supply,Traffic_Density_Score,Crime_Rate,Dust_and_Noise,Air_Quality_Index,Neighborhood_Review,Habitability_score
1.0,2985,5.0,3,2.0,0.0,0,2.0,6.4,0.0,1.0,146.0,4.42,108.42
0.0,485,5.0,2,1.0,1.0,0,1.0,5.49,1.0,1.0,86.0,2.93,56.14
0.0,1147,5.0,2,0.0,0.0,1,3.0,7.3,1.0,1.0,90.0,4.17,105.63
3.0,2010,5.0,3,1.0,0.0,0,1.0,7.78,0.0,1.0,109.0,4.14,87.61
0.0,538,4.0,3,0.0,1.0,0,1.0,6.09,1.0,1.0,123.0,2.88,87.24
0.0,1109,7.0,3,0.0,0.0,0,2.0,3.24,0.0,0.0,3.0,4.68,95.34
2.0,866,1.0,3,0.0,0.0,0,1.0,6.42,0.0,1.0,154.0,4.09,105.01
2.0,453,3.0,3,0.0,0.0,0,3.0,7.77,0.0,1.0,88.0,4.79,92.82
2.0,506,3.0,3,1.0,0.0,0,3.0,7.33,2.0,1.0,144.0,3.47,63.75
0.0,1209,5.0,2,0.0,0.0,0,2.0,3.46,0.0,0.0,71.0,4.59,95.18
0.0,839,7.0,1,0.0,0.0,0,2.0,4.94,1.0,1.0,95.0,3.86,105.77
0.0,1194,6.0,2,0.0,1.0,0,3.0,5.4,1.0,1.0,81.0,3.56,97.97
1.0,2610,9.0,6,2.0,0.0,0,3.0,7.36,0.0,1.0,132.0,4.74,113.08
0.0,1275,6.0,2,2.0,1.0,0,3.0,5.08,2.0,1.0,118.0,2.89,93.5
3.0,2142,5.0,3,0.0,0.0,0,3.0,2.51,1.0,0.0,97.0,4.25,90.83
0.0,741,4.0,1,1.0,0.0,0,2.0,5.87,2.0,1.0,108.0,3.21,51.72
3.0,1731,3.0,4,0.0,0.0,0,3.0,8.09,0.0,2.0,165.0,4.63,103.94
3.0,1290,3.0,4,0.0,0.0,1,2.0,5.1,1.0,1.0,81.0,3.88,97.13
0.0,405,4.0,3,0.0,0.0,1,3.0,6.68,0.0,2.0,144.0,4.67,102.24
2.0,872,3.0,1,2.0,0.0,0,1.0,6.85,0.0,1.0,100.0,4.16,97.94
2.0,389,1.0,3,0.0,2.0,0,2.0,6.01,0.0,1.0,118.0,3.2,97.47
3.0,2090,5.0,1,1.0,1.0,0,3.0,6.9,0.0,1.0,145.0,4.1,86.01
3.0,2097,5.0,4,0.0,3.0,0,3.0,7.43,0.0,1.0,149.0,2.84,93.41
1.0,1970,10.0,2,2.0,0.0,0,2.0,7.29,0.0,1.0,125.0,4.44,107.37
3.0,2144,3.0,3,0.0,0.0,0,3.0,7.28,0.0,1.0,128.0,4.75,91.96
4.0,312,1.0,1,0.0,0.0,0,2.0,6.25,0.0,1.0,110.0,4.46,101.22
2.0,757,3.0,2,2.0,1.0,0,1.0,5.37,1.0,1.0,112.0,2.9,110.44
2.0,665,3.0,2,1.0,0.0,0,3.0,6.02,0.0,1.0,128.0,4.75,103.59
0.0,679,4.0,3,0.0,0.0,0,1.0,7.56,2.0,1.0,84.0,2.92,79.25999999999999
3.0,1917,5.0,2,1.0,0.0,0,3.0,6.68,3.0,1.0,97.0,2.91,59.79
2.0,487,4.0,1,0.0,0.0,0,1.0,7.62,0.0,1.0,127.0,4.12,90.34
0.0,843,4.0,3,0.0,1.0,0,1.0,5.68,1.0,1.0,109.0,2.9,89.56
3.0,1931,4.0,3,1.0,1.0,0,1.0,6.17,2.0,1.0,123.0,2.25,56.07
2.0,191,3.0,3,1.0,0.0,0,3.0,5.04,1.0,1.0,80.0,4.19,91.68
2.0,755,4.0,1,1.0,0.0,0,3.0,6.69,1.0,1.0,89.0,4.17,88.95
2.0,846,1.0,1,0.0,0.0,0,3.0,5.45,1.0,1.0,82.0,4.19,109.16
0.0,1164,4.0,1,0.0,0.0,0,1.0,6.1,0.0,1.0,136.0,4.12,103.61
4.0,484,3.0,1,0.0,0.0,1,2.0,5.08,0.0,1.0,119.0,4.46,105.24
2.0,444,3.0,3,0.0,1.0,0,3.0,5.53,1.0,1.0,80.0,3.56,94.63
2.0,187,4.0,1,0.0,0.0,0,3.0,6.97,0.0,1.0,106.0,4.78,104.43
2.0,740,2.0,1,0.0,0.0,0,2.0,5.65,0.0,1.0,103.0,4.47,101.36
4.0,226,0.0,1,1.0,1.0,0,1.0,5.82,1.0,1.0,83.0,2.93,57.26
2.0,603,2.0,1,1.0,0.0,0,3.0,5.83,0.0,1.0,109.0,4.78,90.06
2.0,922,3.0,2,0.0,0.0,0,2.0,5.74,1.0,1.0,87.0,3.87,98.7
3.0,1212,3.0,1,1.0,0.0,0,3.0,6.77,0.0,1.0,170.0,4.7,99.53
2.0,317,2.0,3,2.0,0.0,1,3.0,6.93,0.0,1.0,132.0,4.74,109.18
2.0,126,2.0,3,0.0,1.0,0,3.0,7.42,2.0,1.0,170.0,2.81,77.07
2.0,171,2.0,2,0.0,0.0,0,3.0,7.48,2.0,1.0,104.0,3.52,89.37
2.0,643,4.0,2,2.0,0.0,0,3.0,6.92,0.0,1.0,110.0,4.77,104.72
2.0,883,3.0,1,0.0,0.0,0,3.0,7.44,0.0,1.0,91.0,4.79,95.47
2.0,334,4.0,1,1.0,1.0,0,2.0,7.05,1.0,1.0,147.0,3.16,55.84
0.0,651,7.0,1,1.0,0.0,0,3.0,6.42,0.0,1.0,145.0,4.73,95.17
0.0,489,4.0,3,0.0,0.0,0,3.0,3.78,0.0,0.0,47.0,4.93,101.06
2.0,822,3.0,3,0.0,1.0,0,2.0,5.3,2.0,1.0,97.0,2.6,91.96
3.0,1954,2.0,1,1.0,0.0,0,2.0,6.18,1.0,1.0,131.0,3.81,94.99
0.0,686,5.0,1,0.0,1.0,0,2.0,5.73,0.0,1.0,90.0,3.86,102.55
2.0,946,2.0,2,0.0,3.0,0,3.0,5.52,1.0,1.0,94.0,2.29,94.52
3.0,1382,5.0,2,0.0,0.0,1,3.0,8.63,0.0,2.0,143.0,4.66,105.4
3.0,1523,3.0,3,0.0,1.0,1,3.0,7.45,2.0,1.0,106.0,2.89,98.18
2.0,803,2.0,1,2.0,0.0,0,1.0,6.04,0.0,1.0,132.0,4.12,100.1
2.0,687,3.0,3,0.0,0.0,0,3.0,3.64,0.0,0.0,30.0,4.96,95.99
2.0,575,4.0,2,0.0,0.0,1,3.0,6.59,0.0,1.0,88.0,4.8,105.23
2.0,492,4.0,1,1.0,0.0,0,3.0,7.18,0.0,1.0,104.0,4.78,98.1
2.0,318,3.0,2,0.0,0.0,0,1.0,6.69,2.0,1.0,94.0,2.91,82.64
1.0,4259,13.0,4,1.0,0.0,1,1.0,3.87,2.0,0.0,63.0,3.03,112.07
1.0,2317,14.0,6,0.0,0.0,0,3.0,8.17,0.0,2.0,164.0,4.63,97.04
2.0,142,1.0,1,2.0,0.0,0,1.0,7.89,0.0,1.0,113.0,4.13,94.2
3.0,1318,5.0,3,0.0,2.0,0,1.0,8.03,2.0,2.0,200.0,1.45,46.629999999999995
2.0,17220,4.0,2,2.0,3.0,0,3.0,5.06,0.0,2.0,96.0,2.86,91.38
2.0,808,3.0,2,0.0,0.0,1,3.0,5.65,1.0,1.0,98.0,4.17,99.31
2.0,796,1.0,2,0.0,1.0,0,2.0,5.37,1.0,1.0,119.0,3.2,82.22999999999999
3.0,1310,5.0,1,0.0,0.0,0,2.0,4.74,2.0,1.0,99.0,3.23,97.04
2.0,402,4.0,3,2.0,0.0,0,2.0,5.78,1.0,1.0,86.0,3.87,94.87
3.0,1533,5.0,4,1.0,0.0,1,2.0,3.65,1.0,0.0,62.0,3.97,95.6
2.0,881,3.0,1,2.0,0.0,0,3.0,6.23,0.0,1.0,162.0,4.71,105.36
2.0,677,4.0,2,0.0,0.0,0,3.0,2.66,0.0,0.0,73.0,4.91,98.69
3.0,1501,2.0,2,1.0,0.0,0,3.0,5.37,1.0,1.0,97.0,4.17,93.11
2.0,840,3.0,3,0.0,0.0,0,1.0,5.7,2.0,1.0,84.0,2.93,95.51
3.0,1486,4.0,4,1.0,0.0,1,1.0,4.4,1.0,1.0,95.0,3.55,90.47
0.0,480,5.0,3,0.0,0.0,1,1.0,4.22,1.0,1.0,87.0,3.56,96.14
3.0,1758,2.0,3,1.0,2.0,1,3.0,6.42,0.0,1.0,97.0,3.54,107.86
2.0,981,2.0,3,1.0,1.0,0,1.0,5.24,1.0,1.0,100.0,2.91,66.88
2.0,829,4.0,2,0.0,0.0,1,2.0,5.26,1.0,1.0,98.0,3.86,98.05
4.0,441,3.0,2,0.0,0.0,0,3.0,7.36,0.0,1.0,142.0,4.73,87.69
0.0,450,7.0,1,1.0,0.0,0,1.0,5.03,1.0,1.0,96.0,3.55,66.27000000000001
2.0,291,4.0,3,2.0,0.0,0,1.0,8.69,3.0,2.0,158.0,2.13,93.15
2.0,766,3.0,3,0.0,0.0,1,3.0,6.1,0.0,1.0,129.0,4.75,110.95
4.0,225,0.0,2,2.0,0.0,1,2.0,6.73,0.0,1.0,167.0,4.39,109.68
1.0,1999,5.0,5,2.0,0.0,0,3.0,7.38,0.0,1.0,106.0,4.77,109.23
2.0,937,1.0,1,1.0,0.0,0,3.0,6.53,0.0,1.0,100.0,4.79,106.05
2.0,867,3.0,2,0.0,0.0,1,2.0,7.22,1.0,1.0,110.0,3.83,100.46
2.0,907,4.0,3,1.0,2.0,0,3.0,7.41,1.0,1.0,88.0,2.91,56.25
0.0,786,6.0,3,0.0,0.0,0,2.0,6.81,0.0,1.0,141.0,4.42,108.63
3.0,2050,4.0,1,0.0,0.0,1,3.0,7.13,1.0,1.0,112.0,4.14,102.17
2.0,905,1.0,3,1.0,1.0,0,3.0,6.69,1.0,1.0,151.0,3.47,74.91
2.0,504,3.0,3,0.0,2.0,1,3.0,4.97,2.0,1.0,117.0,2.27,104.7
1.0,3952,6.0,6,0.0,1.0,0,1.0,5.67,1.0,1.0,86.0,2.93,92.97
1.0,3126,11.0,2,0.0,0.0,0,1.0,7.28,0.0,1.0,147.0,4.1,93.13
2.0,451,1.0,3,1.0,0.0,0,1.0,6.86,0.0,1.0,103.0,4.15,85.72
3.0,1121,5.0,2,2.0,2.0,0,1.0,7.44,1.0,1.0,125.0,2.24,99.51
2.0,873,1.0,2,1.0,1.0,0,3.0,6.9,0.0,1.0,95.0,4.16,89.48
4.0,365,3.0,2,0.0,2.0,0,3.0,6.24,1.0,1.0,95.0,2.91,94.39
2.0,921,4.0,1,0.0,1.0,0,3.0,8.5,0.0,2.0,132.0,4.04,102.12
3.0,1607,2.0,2,0.0,0.0,1,3.0,6.82,0.0,1.0,149.0,4.72,108.02
0.0,627,4.0,3,1.0,1.0,0,3.0,7.37,1.0,1.0,124.0,3.5,74.45
3.0,2048,3.0,2,0.0,1.0,0,2.0,6.93,0.0,1.0,107.0,3.83,105.67
2.0,309,2.0,3,0.0,3.0,0,3.0,5.96,0.0,1.0,118.0,2.89,85.04
3.0,1125,2.0,3,1.0,0.0,0,1.0,8.4,0.0,2.0,124.0,4.05,85.93
2.0,309,3.0,3,0.0,0.0,0,3.0,6.66,0.0,1.0,106.0,4.78,88.15
2.0,803,1.0,3,0.0,1.0,1,3.0,7.52,0.0,1.0,121.0,4.13,99.45
2.0,876,4.0,3,0.0,0.0,0,2.0,6.39,0.0,1.0,135.0,4.43,104.61
3.0,1852,4.0,1,2.0,3.0,1,2.0,7.73,0.0,1.0,103.0,2.58,106.39
2.0,321,4.0,1,0.0,0.0,0,0.0,7.42,3.0,1.0,126.0,1.92,50.42
3.0,2062,4.0,1,0.0,0.0,0,2.0,5.38,1.0,1.0,120.0,3.83,102.56
3.0,1158,4.0,1,0.0,0.0,0,3.0,7.35,0.0,1.0,135.0,4.74,90.32
3.0,1904,3.0,4,0.0,0.0,0,3.0,7.2,0.0,1.0,163.0,4.7,92.97
2.0,785,4.0,2,0.0,0.0,1,3.0,6.86,0.0,1.0,486.0,4.78,106.55
3.0,2120,5.0,3,1.0,0.0,0,3.0,4.94,1.0,1.0,96.0,4.17,93.25
0.0,603,5.0,2,0.0,1.0,1,1.0,5.58,1.0,1.0,93.0,2.92,113.99
3.0,1169,4.0,2,2.0,0.0,0,1.0,5.51,1.0,1.0,97.0,3.54,89.06
2.0,697,1.0,1,0.0,0.0,0,3.0,7.61,0.0,1.0,107.0,4.77,92.16
0.0,425,5.0,2,0.0,0.0,0,2.0,6.44,1.0,1.0,150.0,3.78,105.58
2.0,881,3.0,2,2.0,0.0,1,3.0,5.93,1.0,1.0,95.0,4.17,110.08
2.0,163,1.0,2,2.0,1.0,0,3.0,6.98,0.0,1.0,111.0,4.14,96.35
0.0,15106,6.0,3,0.0,0.0,1,2.0,6.31,0.0,1.0,86.0,4.49,107.83
2.0,141,4.0,1,0.0,0.0,0,3.0,5.31,2.0,1.0,109.0,3.53,84.11
0.0,981,4.0,3,0.0,1.0,1,2.0,6.05,0.0,1.0,169.0,3.76,101.93
2.0,327,2.0,2,0.0,1.0,0,2.0,7.11,0.0,1.0,119.0,3.82,106.68
3.0,1954,5.0,3,0.0,0.0,0,1.0,6.17,0.0,1.0,112.0,4.15,101.08
0.0,1282,4.0,1,0.0,1.0,1,3.0,7.66,1.0,1.0,85.0,3.54,95.53
3.0,1886,3.0,1,0.0,0.0,0,2.0,8.5,1.0,2.0,194.0,3.65,84.74
1.0,2916,10.0,3,1.0,0.0,0,3.0,7.58,1.0,1.0,89.0,4.17,87.17
1.0,2267,15.0,3,1.0,0.0,1,3.0,7.7,3.0,1.0,151.0,2.83,86.18
0.0,538,6.0,2,0.0,0.0,0,3.0,6.04,0.0,1.0,93.0,4.8,94.61
2.0,678,2.0,3,0.0,1.0,0,3.0,4.62,2.0,1.0,115.0,2.9,89.59
2.0,990,1.0,2,0.0,0.0,0,3.0,7.47,0.0,1.0,126.0,4.75,90.04
4.0,372,0.0,1,1.0,0.0,0,2.0,4.72,1.0,1.0,96.0,3.86,91.7
2.0,168,4.0,2,0.0,0.0,1,3.0,5.35,1.0,1.0,92.0,4.18,95.21
2.0,862,4.0,2,0.0,0.0,0,0.0,6.47,2.0,1.0,109.0,2.58,77.11
4.0,403,2.0,1,2.0,3.0,1,3.0,4.01,1.0,1.0,101.0,2.29,97.22
0.0,935,7.0,1,2.0,0.0,0,3.0,5.47,0.0,1.0,92.0,4.8,107.56
2.0,926,1.0,2,2.0,1.0,0,2.0,6.91,0.0,1.0,93.0,3.85,100.1
1.0,3879,10.0,3,0.0,0.0,0,3.0,7.13,0.0,1.0,108.0,4.77,97.59
3.0,1319,4.0,1,1.0,0.0,1,3.0,6.58,0.0,1.0,146.0,4.73,98.05
2.0,584,3.0,1,2.0,0.0,1,1.0,7.39,0.0,1.0,165.0,4.07,107.86
0.0,1136,7.0,2,1.0,2.0,0,0.0,3.87,1.0,0.0,38.0,2.12,56.46
2.0,733,3.0,1,1.0,0.0,0,3.0,6.56,3.0,1.0,109.0,2.89,54.97
1.0,3827,15.0,3,0.0,3.0,0,2.0,8.02,2.0,2.0,144.0,1.21,49.57
3.0,1492,2.0,1,1.0,0.0,0,3.0,6.0,0.0,1.0,141.0,4.74,90.16
3.0,1901,4.0,2,1.0,0.0,1,2.0,8.0,0.0,1.0,162.0,4.39,94.38
4.0,233,3.0,2,2.0,2.0,0,2.0,7.34,0.0,1.0,149.0,3.15,99.39
4.0,380,0.0,1,0.0,0.0,0,2.0,5.48,1.0,1.0,106.0,3.84,86.34
3.0,2166,5.0,3,0.0,0.0,0,1.0,5.66,2.0,1.0,107.0,2.9,91.82
2.0,852,3.0,1,0.0,0.0,0,1.0,8.67,0.0,2.0,198.0,3.96,88.28
3.0,1940,2.0,3,2.0,0.0,0,2.0,7.0,2.0,1.0,125.0,3.18,114.42
2.0,481,1.0,2,0.0,2.0,1,3.0,4.64,1.0,1.0,108.0,2.91,97.34
2.0,776,1.0,3,2.0,0.0,0,1.0,8.44,2.0,2.0,183.0,2.73,98.71
2.0,246,4.0,2,2.0,1.0,1,2.0,5.99,0.0,1.0,107.0,3.84,111.91
3.0,1603,3.0,3,1.0,2.0,0,3.0,8.59,0.0,2.0,138.0,3.41,82.21000000000001
3.0,1775,2.0,2,2.0,0.0,0,3.0,6.64,1.0,1.0,100.0,4.16,97.72
3.0,2246,5.0,1,0.0,0.0,0,2.0,5.96,1.0,1.0,106.0,3.84,97.42
3.0,1795,2.0,4,2.0,0.0,1,3.0,6.89,3.0,1.0,108.0,2.89,103.09
0.0,1121,5.0,1,0.0,0.0,0,3.0,4.61,1.0,0.0,93.0,4.24,92.84
3.0,1605,3.0,1,1.0,0.0,1,1.0,7.95,0.0,1.0,167.0,4.07,108.35
0.0,1076,7.0,3,0.0,0.0,0,2.0,4.99,0.0,1.0,104.0,4.48,89.14
4.0,355,0.0,1,0.0,0.0,0,2.0,7.69,0.0,1.0,82.0,4.49,94.34
4.0,347,1.0,1,1.0,0.0,0,3.0,6.41,0.0,1.0,84.0,4.81,97.13
2.0,492,3.0,1,1.0,0.0,1,2.0,6.87,0.0,0.0,165.0,4.45,91.0
2.0,140,2.0,3,2.0,1.0,0,3.0,5.59,0.0,1.0,95.0,4.17,97.71
3.0,1204,4.0,4,1.0,1.0,1,0.0,7.35,2.0,1.0,109.0,1.95,75.50999999999999
3.0,1309,5.0,3,2.0,0.0,0,3.0,7.13,0.0,1.0,81.0,4.81,107.37
4.0,343,0.0,1,1.0,1.0,0,3.0,6.74,2.0,1.0,108.0,2.89,62.22
2.0,688,1.0,2,0.0,0.0,0,3.0,7.15,0.0,1.0,106.0,4.78,93.4
3.0,2114,3.0,2,2.0,0.0,0,1.0,6.34,0.0,1.0,125.0,4.13,99.1
2.0,203,4.0,1,0.0,2.0,0,3.0,7.11,3.0,1.0,166.0,1.56,50.69
4.0,483,2.0,1,0.0,1.0,0,3.0,7.33,0.0,1.0,136.0,4.11,91.85
0.0,503,5.0,3,0.0,2.0,0,2.0,6.31,0.0,1.0,140.0,3.17,103.22
2.0,615,3.0,2,0.0,0.0,0,1.0,5.51,2.0,1.0,80.0,2.94,88.52
3.0,1408,5.0,2,1.0,0.0,0,1.0,4.25,2.0,2.0,93.0,2.86,46.58
2.0,185,1.0,1,1.0,1.0,0,0.0,5.85,1.0,1.0,107.0,2.59,57.0
0.0,747,6.0,3,0.0,0.0,0,1.0,7.97,0.0,1.0,143.0,4.1,112.13
3.0,2185,2.0,1,1.0,1.0,0,3.0,8.81,3.0,2.0,134.0,2.16,38.86
2.0,155,4.0,3,1.0,2.0,0,3.0,7.53,1.0,1.0,94.0,2.91,53.5
3.0,1166,2.0,1,0.0,0.0,1,2.0,7.13,1.0,1.0,154.0,3.77,95.88
3.0,1683,3.0,4,0.0,1.0,0,3.0,5.13,1.0,1.0,112.0,3.53,92.05
2.0,130,1.0,1,2.0,0.0,0,3.0,2.47,1.0,0.0,93.0,4.26,94.39
2.0,215,1.0,3,1.0,0.0,0,3.0,5.57,1.0,1.0,111.0,4.15,88.05
2.0,229,3.0,1,0.0,1.0,0,3.0,7.04,1.0,0.0,84.0,3.61,102.67
2.0,972,4.0,1,0.0,0.0,0,1.0,7.31,0.0,1.0,131.0,4.12,91.78
0.0,735,5.0,1,2.0,0.0,1,3.0,6.29,0.0,1.0,94.0,4.8,111.67
1.0,2929,4.0,4,0.0,0.0,0,3.0,5.29,1.0,1.0,86.0,4.18,113.6
3.0,1628,4.0,2,0.0,0.0,1,3.0,5.72,1.0,1.0,118.0,4.14,100.05
2.0,307,2.0,3,0.0,1.0,0,2.0,8.15,0.0,2.0,150.0,3.71,90.29
2.0,495,3.0,2,0.0,0.0,0,3.0,6.44,3.0,1.0,140.0,2.85,88.93
2.0,762,2.0,3,0.0,1.0,1,2.0,6.75,0.0,1.0,96.0,3.85,102.84
2.0,633,1.0,1,0.0,0.0,0,1.0,4.64,2.0,1.0,89.0,2.93,86.24
0.0,861,5.0,3,2.0,0.0,0,3.0,7.78,0.0,1.0,92.0,4.79,108.04
2.0,888,1.0,2,0.0,0.0,0,3.0,6.58,1.0,1.0,137.0,4.11,106.29
2.0,616,3.0,2,1.0,0.0,0,2.0,6.19,3.0,1.0,141.0,2.54,53.05
3.0,2243,2.0,3,0.0,1.0,1,0.0,7.24,1.0,1.0,140.0,2.54,106.41
2.0,463,1.0,1,0.0,0.0,0,0.0,5.91,2.0,1.0,98.0,2.6,61.67
2.0,6294,2.0,2,0.0,0.0,0,0.0,7.08,1.0,1.0,149.0,3.15,95.37
1.0,2486,11.0,2,1.0,0.0,0,2.0,7.74,0.0,1.0,116.0,4.45,88.76
2.0,246,4.0,3,2.0,2.0,0,3.0,7.63,1.0,1.0,112.0,2.88,104.55
3.0,1216,5.0,4,0.0,0.0,0,3.0,4.78,1.0,1.0,105.0,4.16,98.01
2.0,573,3.0,2,2.0,0.0,0,3.0,7.8,0.0,1.0,115.0,4.76,104.09
2.0,268,2.0,3,0.0,1.0,0,2.0,5.47,1.0,1.0,87.0,3.24,89.93
1.0,3877,12.0,2,0.0,1.0,1,3.0,7.51,1.0,1.0,129.0,3.49,101.25
2.0,649,4.0,1,1.0,0.0,0,3.0,6.79,1.0,1.0,166.0,4.07,93.34
1.0,4158,9.0,6,2.0,0.0,0,3.0,7.29,0.0,1.0,142.0,4.73,113.87
3.0,1546,4.0,3,0.0,1.0,0,3.0,5.02,1.0,1.0,104.0,3.54,99.71
2.0,373,1.0,3,0.0,0.0,0,3.0,7.72,3.0,1.0,123.0,2.87,87.66
2.0,660,3.0,2,2.0,0.0,0,1.0,6.56,1.0,1.0,131.0,3.49,95.69
2.0,634,3.0,1,0.0,1.0,0,1.0,7.62,3.0,1.0,137.0,1.6,55.16
2.0,858,2.0,1,0.0,1.0,0,1.0,7.82,0.0,1.0,155.0,3.45,96.51
1.0,3389,14.0,5,2.0,0.0,0,3.0,4.98,2.0,1.0,100.0,3.54,101.36
0.0,1017,4.0,1,1.0,1.0,1,3.0,5.53,2.0,1.0,111.0,2.9,89.25
0.0,770,6.0,3,2.0,0.0,0,2.0,5.38,2.0,1.0,109.0,3.21,112.98
2.0,523,4.0,1,1.0,3.0,0,0.0,5.35,0.0,1.0,92.0,1.98,57.4
1.0,2893,4.0,4,2.0,0.0,0,2.0,6.58,0.0,1.0,132.0,4.43,108.26
0.0,572,5.0,1,0.0,0.0,0,3.0,5.42,1.0,1.0,98.0,4.17,107.6
2.0,559,1.0,2,0.0,0.0,0,2.0,7.05,1.0,1.0,142.0,3.79,87.93
0.0,1253,7.0,1,0.0,0.0,0,3.0,7.49,0.0,1.0,143.0,4.73,96.8
2.0,434,2.0,2,0.0,1.0,0,3.0,5.61,0.0,1.0,87.0,4.18,93.13
2.0,151,1.0,3,2.0,0.0,0,2.0,5.17,1.0,1.0,103.0,3.85,102.99
2.0,535,4.0,3,0.0,0.0,0,3.0,6.33,0.0,1.0,86.0,4.81,95.06
0.0,577,4.0,2,0.0,0.0,0,2.0,8.59,0.0,2.0,174.0,4.3,91.08
0.0,1095,7.0,1,1.0,0.0,0,2.0,5.7,0.0,1.0,90.0,4.49,92.1
2.0,144,1.0,1,1.0,0.0,0,2.0,5.92,1.0,1.0,98.0,3.85,69.08
0.0,671,6.0,2,1.0,0.0,0,3.0,5.65,1.0,1.0,87.0,4.18,80.06
0.0,1094,7.0,2,0.0,0.0,1,3.0,6.5,0.0,1.0,168.0,4.7,108.7
3.0,1230,3.0,4,2.0,2.0,1,2.0,7.33,0.0,1.0,94.0,3.22,111.91
3.0,1105,5.0,2,2.0,0.0,0,2.0,7.38,0.0,1.0,114.0,4.45,99.92
0.0,976,5.0,2,0.0,0.0,1,3.0,5.64,1.0,1.0,108.0,4.15,105.29
0.0,695,5.0,2,0.0,0.0,0,1.0,6.63,0.0,1.0,146.0,4.1,97.66
2.0,551,1.0,2,0.0,0.0,0,2.0,8.02,0.0,2.0,174.0,4.31,97.62
3.0,1811,3.0,4,0.0,0.0,0,2.0,5.86,2.0,1.0,102.0,3.22,86.0
3.0,1536,5.0,4,0.0,2.0,1,1.0,8.39,1.0,2.0,164.0,2.12,101.26
3.0,1289,5.0,4,0.0,1.0,0,2.0,6.3,0.0,1.0,140.0,3.8,105.11
1.0,2997,4.0,3,0.0,1.0,1,1.0,5.4,1.0,1.0,90.0,2.92,92.74
4.0,354,0.0,2,0.0,0.0,0,1.0,5.45,2.0,1.0,91.0,2.92,76.84
1.0,4267,9.0,5,0.0,0.0,0,2.0,7.08,0.0,1.0,159.0,4.4,99.1
1.0,2013,14.0,5,0.0,0.0,0,1.0,8.27,2.0,2.0,175.0,2.74,80.78
2.0,636,2.0,3,0.0,1.0,0,3.0,6.39,2.0,1.0,162.0,2.83,88.28
4.0,240,0.0,1,0.0,1.0,0,3.0,5.57,1.0,1.0,82.0,3.56,83.66
2.0,417,1.0,1,0.0,0.0,1,3.0,7.41,0.0,1.0,148.0,4.72,107.14
3.0,1971,4.0,2,1.0,0.0,0,3.0,6.68,0.0,1.0,136.0,4.74,90.16
3.0,1267,4.0,2,1.0,0.0,0,1.0,8.23,0.0,2.0,192.0,3.97,81.1
1.0,3339,4.0,5,1.0,1.0,1,1.0,6.49,0.0,1.0,100.0,3.53,106.79
3.0,1833,5.0,3,0.0,0.0,0,3.0,6.58,2.0,1.0,128.0,3.5,102.55
0.0,856,5.0,1,0.0,1.0,0,1.0,4.27,1.0,1.0,107.0,2.91,86.15
0.0,678,7.0,1,1.0,2.0,0,1.0,7.07,0.0,1.0,136.0,2.86,61.31
3.0,2231,2.0,2,0.0,1.0,0,3.0,5.43,1.0,1.0,91.0,3.55,102.79
3.0,2065,4.0,2,0.0,0.0,0,2.0,6.4,0.0,1.0,122.0,4.45,91.89
1.0,3495,12.0,2,2.0,0.0,0,2.0,6.07,0.0,1.0,144.0,4.42,104.33
1.0,2326,7.0,4,0.0,0.0,0,3.0,4.87,1.0,1.0,81.0,4.19,89.54
2.0,295,2.0,3,0.0,0.0,0,1.0,6.16,3.0,1.0,104.0,2.27,63.13
2.0,420,3.0,1,0.0,0.0,0,3.0,6.79,0.0,1.0,116.0,4.77,90.55
3.0,2094,4.0,3,0.0,0.0,0,1.0,6.15,1.0,1.0,147.0,3.48,99.89
1.0,1827,13.0,3,0.0,0.0,0,3.0,7.62,0.0,1.0,97.0,4.78,99.09
4.0,283,1.0,1,0.0,0.0,0,2.0,6.13,1.0,1.0,116.0,3.83,85.95
1.0,4183,13.0,4,0.0,1.0,0,2.0,5.92,0.0,1.0,107.0,3.84,90.57
0.0,974,7.0,1,1.0,1.0,0,2.0,5.64,1.0,1.0,84.0,3.24,75.53
1.0,3074,13.0,5,1.0,0.0,0,1.0,7.97,0.0,1.0,157.0,4.08,103.72
2.0,582,2.0,1,0.0,1.0,1,1.0,6.89,1.0,1.0,154.0,2.83,106.94
1.0,2622,4.0,4,1.0,0.0,0,2.0,5.3,1.0,1.0,103.0,3.85,89.97
2.0,609,3.0,1,0.0,0.0,0,1.0,7.6,0.0,1.0,151.0,4.09,90.1
3.0,1396,3.0,3,0.0,0.0,0,3.0,8.46,3.0,2.0,174.0,2.74,84.51
0.0,1164,6.0,2,0.0,0.0,0,3.0,6.3,0.0,1.0,148.0,4.73,94.58
3.0,1318,3.0,1,2.0,0.0,0,3.0,6.32,0.0,1.0,140.0,4.74,105.9
3.0,1422,4.0,2,2.0,1.0,0,1.0,6.38,0.0,1.0,129.0,3.5,91.88
2.0,504,2.0,1,0.0,0.0,0,3.0,6.88,1.0,1.0,143.0,4.1,91.75
2.0,535,3.0,3,1.0,0.0,0,3.0,7.35,3.0,1.0,142.0,2.85,46.72
2.0,217,1.0,1,1.0,0.0,0,3.0,7.83,1.0,1.0,151.0,4.09,76.47
